timestamp,device_id,device_name,cycle,vibration,temperature,current,voltage,rpm,health,stage,label,fault_type
2026-01-09T22:00:00,MOTOR-001,主电机,1236,11.403,92.16,120.28,382.29,1404.5,0.0823,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T23:00:00,MOTOR-001,主电机,1242,13.866,90.26,127.41,369.38,1405.9,0.091,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T00:00:00,MOTOR-001,主电机,1248,13.8,90.84,124.15,369.62,1406.2,0.0804,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T01:00:00,MOTOR-001,主电机,1254,10.274,90.72,120.09,373.76,1396.6,0.0789,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T02:00:00,MOTOR-001,主电机,1260,9.429,91.16,123.17,374.46,1395.3,0.062,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T03:00:00,MOTOR-001,主电机,1266,9.31,91.09,128.23,377.03,1399.1,0.0724,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T04:00:00,MOTOR-001,主电机,1272,10.866,92.2,122.82,369.62,1395.9,0.0591,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T05:00:00,MOTOR-001,主电机,1278,13.525,92.88,125.54,384.65,1392.1,0.0549,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T06:00:00,MOTOR-001,主电机,1284,14.724,94.71,116.59,369.63,1402.2,0.0243,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T07:00:00,MOTOR-001,主电机,1290,13.45,94.85,115.81,371.78,1385.7,0.0229,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T08:00:00,MOTOR-001,主电机,1296,12.429,94.96,117.48,372.82,1407.4,0.0322,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T09:00:00,MOTOR-001,主电机,1302,10.973,96.7,113.56,376.47,1387.7,0.0228,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T10:00:00,MOTOR-001,主电机,1308,8.917,98.35,118.37,373.26,1392.8,0.0118,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T11:00:00,MOTOR-001,主电机,1314,9.405,97.98,116.18,373.55,1390.3,0.01,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-10T12:00:00,MOTOR-001,主电机,1320,10.57,98.54,102.34,374.5,1397.3,0.0,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-01T08:00:00,FAN-001,离心风机,0,2.439,48.58,57.21,385.85,977.5,0.9947,正常运行,normal,
2026-01-01T09:10:00,FAN-001,离心风机,7,2.563,49.71,57.34,381.25,982.9,0.9947,正常运行,normal,
2026-01-01T10:20:00,FAN-001,离心风机,14,2.123,49.48,53.04,377.73,978.0,0.9875,正常运行,normal,
2026-01-01T11:30:00,FAN-001,离心风机,21,2.338,50.29,51.13,381.27,976.3,1.0,正常运行,normal,
2026-01-01T12:40:00,FAN-001,离心风机,28,2.044,50.21,48.48,382.16,982.1,0.9981,正常运行,normal,
2026-01-01T13:50:00,FAN-001,离心风机,35,2.222,50.14,49.4,383.56,982.3,1.0,正常运行,normal,
2026-01-01T15:00:00,FAN-001,离心风机,42,2.008,49.92,48.62,382.36,984.4,1.0,正常运行,normal,
2026-01-01T16:10:00,FAN-001,离心风机,49,2.146,48.75,48.3,380.77,980.3,0.9991,正常运行,normal,
2026-01-01T17:20:00,FAN-001,离心风机,56,1.968,49.97,50.05,383.73,981.3,0.9877,正常运行,normal,
2026-01-01T18:30:00,FAN-001,离心风机,63,2.242,48.45,49.68,377.49,976.9,0.996,正常运行,normal,
2026-01-01T19:40:00,FAN-001,离心风机,70,2.279,47.51,54.64,376.19,987.9,0.996,正常运行,normal,
2026-01-01T20:50:00,FAN-001,离心风机,77,2.456,47.63,60.51,385.25,979.3,0.994,正常运行,normal,
2026-01-01T22:00:00,FAN-001,离心风机,84,2.503,47.23,59.23,377.93,985.8,0.9903,正常运行,normal,
2026-01-01T23:10:00,FAN-001,离心风机,91,2.738,45.82,60.26,374.45,976.3,0.9935,正常运行,normal,
2026-01-02T00:20:00,FAN-001,离心风机,98,2.648,45.53,64.51,370.21,978.8,0.9772,正常运行,normal,
2026-01-02T01:30:00,FAN-001,离心风机,105,2.616,45.29,60.57,382.38,972.0,0.9848,正常运行,normal,
2026-01-02T02:40:00,FAN-001,离心风机,112,2.746,44.99,60.83,374.42,984.0,0.9902,正常运行,normal,
2026-01-02T03:50:00,FAN-001,离心风机,119,2.424,45.73,59.07,378.25,981.6,0.9915,正常运行,normal,
2026-01-02T05:00:00,FAN-001,离心风机,126,2.319,47.38,60.89,379.54,979.6,0.9787,正常运行,normal,
2026-01-02T06:10:00,FAN-001,离心风机,133,2.889,47.9,61.18,385.59,977.7,0.974,正常运行,normal,
2026-01-02T07:20:00,FAN-001,离心风机,140,2.529,47.94,60.9,380.32,961.5,0.9707,正常运行,normal,
2026-01-02T08:30:00,FAN-001,离心风机,147,2.536,48.97,60.69,375.97,976.1,0.9958,正常运行,normal,
2026-01-02T09:40:00,FAN-001,离心风机,154,2.555,48.76,60.61,376.23,985.8,0.9809,正常运行,normal,
2026-01-02T10:50:00,FAN-001,离心风机,161,2.867,51.83,63.39,378.79,980.3,0.9695,正常运行,normal,
2026-01-02T12:00:00,FAN-001,离心风机,168,2.747,50.54,64.78,374.97,964.8,0.9804,正常运行,normal,
2026-01-02T13:10:00,FAN-001,离心风机,175,2.907,50.9,65.65,379.89,975.9,0.9742,正常运行,normal,
2026-01-02T14:20:00,FAN-001,离心风机,182,2.6,51.88,66.1,376.57,984.1,0.9777,正常运行,normal,
2026-01-02T15:30:00,FAN-001,离心风机,189,2.675,53.23,65.78,377.78,982.1,0.973,正常运行,normal,
2026-01-02T16:40:00,FAN-001,离心风机,196,2.77,51.93,63.16,383.23,979.7,0.9491,正常运行,normal,
2026-01-02T17:50:00,FAN-001,离心风机,203,2.545,50.33,61.83,380.72,974.5,0.9733,正常运行,normal,
2026-01-02T19:00:00,FAN-001,离心风机,210,2.652,49.13,58.04,382.51,983.1,0.9604,正常运行,normal,
2026-01-02T20:10:00,FAN-001,离心风机,217,2.486,48.28,59.61,382.79,974.5,0.9629,正常运行,normal,
2026-01-02T21:20:00,FAN-001,离心风机,224,2.387,47.31,54.78,380.79,974.1,0.9586,正常运行,normal,
2026-01-02T22:30:00,FAN-001,离心风机,231,2.243,46.26,54.2,379.33,988.9,0.9604,正常运行,normal,
2026-01-02T23:40:00,FAN-001,离心风机,238,2.279,45.24,55.03,378.2,983.8,0.9595,正常运行,normal,
2026-01-03T00:50:00,FAN-001,离心风机,245,2.587,47.0,58.15,379.87,995.9,0.9435,正常运行,normal,
2026-01-03T02:00:00,FAN-001,离心风机,252,2.395,44.97,60.17,381.55,981.0,0.9322,正常运行,normal,
2026-01-03T03:10:00,FAN-001,离心风机,259,2.771,46.2,62.03,375.79,985.3,0.9505,正常运行,normal,
2026-01-03T04:20:00,FAN-001,离心风机,266,2.525,47.73,65.3,381.67,978.9,0.9262,正常运行,normal,
2026-01-03T05:30:00,FAN-001,离心风机,273,2.57,46.6,64.77,381.8,973.2,0.9342,正常运行,normal,
2026-01-03T06:40:00,FAN-001,离心风机,280,2.447,47.58,56.34,383.21,973.2,0.9304,正常运行,normal,
2026-01-03T07:50:00,FAN-001,离心风机,287,2.354,49.65,50.14,378.65,972.0,0.9268,正常运行,normal,
2026-01-03T09:00:00,FAN-001,离心风机,294,2.162,49.26,48.38,385.68,975.1,0.9229,正常运行,normal,
2026-01-03T10:10:00,FAN-001,离心风机,301,2.047,49.38,49.7,379.71,968.2,0.9343,正常运行,normal,
2026-01-03T11:20:00,FAN-001,离心风机,308,1.939,50.0,48.84,374.66,972.4,0.9314,正常运行,normal,
2026-01-03T12:30:00,FAN-001,离心风机,315,2.413,50.8,51.01,374.37,969.7,0.9308,正常运行,normal,
2026-01-03T13:40:00,FAN-001,离心风机,322,2.184,50.72,51.06,383.12,974.7,0.9133,正常运行,normal,
2026-01-03T14:50:00,FAN-001,离心风机,329,2.155,51.36,46.88,381.66,965.5,0.9182,正常运行,normal,
2026-01-03T16:00:00,FAN-001,离心风机,336,2.079,51.34,50.47,383.99,970.3,0.9079,正常运行,normal,
2026-01-03T17:10:00,FAN-001,离心风机,343,2.625,51.6,53.04,374.86,983.0,0.9103,正常运行,normal,
2026-01-03T18:20:00,FAN-001,离心风机,350,2.713,51.74,56.13,378.42,988.1,0.9193,正常运行,normal,
2026-01-03T19:30:00,FAN-001,离心风机,357,2.768,50.13,58.44,376.28,973.9,0.8916,正常运行,normal,
2026-01-03T20:40:00,FAN-001,离心风机,364,2.742,49.61,63.52,380.71,979.2,0.8944,正常运行,normal,
2026-01-03T21:50:00,FAN-001,离心风机,371,2.609,48.94,57.44,379.77,980.1,0.8979,正常运行,normal,
2026-01-03T23:00:00,FAN-001,离心风机,378,2.143,46.04,48.81,374.5,973.4,0.89,正常运行,normal,
2026-01-04T00:10:00,FAN-001,离心风机,385,2.237,47.22,49.86,377.32,974.8,0.9007,正常运行,normal,
2026-01-04T01:20:00,FAN-001,离心风机,392,2.461,46.61,51.57,376.19,977.7,0.8809,正常运行,normal,
2026-01-04T02:30:00,FAN-001,离心风机,399,2.267,46.84,52.2,380.08,974.2,0.875,正常运行,normal,
2026-01-04T03:40:00,FAN-001,离心风机,406,2.579,47.33,54.2,378.99,977.2,0.8788,正常运行,normal,
2026-01-04T04:50:00,FAN-001,离心风机,413,2.193,47.91,52.15,374.97,967.6,0.8821,正常运行,normal,
2026-01-04T06:00:00,FAN-001,离心风机,420,2.34,48.07,51.09,379.01,980.4,0.8845,正常运行,normal,
2026-01-04T07:10:00,FAN-001,离心风机,427,2.519,49.03,54.18,385.34,979.5,0.881,正常运行,normal,
2026-01-04T08:20:00,FAN-001,离心风机,434,2.682,49.34,55.24,377.79,972.2,0.8709,正常运行,normal,
2026-01-04T09:30:00,FAN-001,离心风机,441,2.806,52.03,55.24,375.97,970.1,0.8727,正常运行,normal,
2026-01-04T10:40:00,FAN-001,离心风机,448,2.678,53.27,54.99,381.2,984.9,0.858,正常运行,normal,
2026-01-04T11:50:00,FAN-001,离心风机,455,2.829,52.82,58.29,381.33,961.6,0.8442,正常运行,normal,
2026-01-04T13:00:00,FAN-001,离心风机,462,2.655,53.43,57.68,382.66,967.6,0.8608,正常运行,normal,
2026-01-04T14:10:00,FAN-001,离心风机,469,2.852,53.93,59.46,383.61,981.0,0.8654,正常运行,normal,
2026-01-04T15:20:00,FAN-001,离心风机,476,2.746,53.82,60.32,382.33,967.3,0.8416,正常运行,normal,
2026-01-04T16:30:00,FAN-001,离心风机,483,2.689,53.85,53.9,377.86,970.0,0.8364,正常运行,normal,
2026-01-04T17:40:00,FAN-001,离心风机,490,3.043,52.82,61.33,375.76,976.8,0.8399,正常运行,normal,
2026-01-04T18:50:00,FAN-001,离心风机,497,2.88,51.03,61.13,377.85,969.2,0.8429,正常运行,normal,
2026-01-04T20:00:00,FAN-001,离心风机,504,2.9,50.18,60.19,375.98,974.5,0.8484,正常运行,normal,
2026-01-04T21:10:00,FAN-001,离心风机,511,2.903,49.33,59.99,383.84,985.6,0.8414,正常运行,normal,
2026-01-04T22:20:00,FAN-001,离心风机,518,2.723,50.41,59.13,379.13,983.3,0.8277,正常运行,normal,
2026-01-04T23:30:00,FAN-001,离心风机,525,3.189,49.45,64.34,380.77,969.5,0.826,正常运行,normal,
2026-01-05T00:40:00,FAN-001,离心风机,532,3.271,49.86,67.68,378.56,966.8,0.8214,正常运行,normal,
2026-01-05T01:50:00,FAN-001,离心风机,539,3.325,49.92,64.87,376.05,956.8,0.8076,正常运行,normal,
2026-01-05T03:00:00,FAN-001,离心风机,546,3.133,48.28,61.5,379.58,981.8,0.7919,轻度衰退,warning,
2026-01-05T04:10:00,FAN-001,离心风机,553,3.128,49.5,65.37,378.84,974.9,0.8105,正常运行,normal,
2026-01-05T05:20:00,FAN-001,离心风机,560,3.135,50.24,60.99,379.13,970.3,0.8072,正常运行,normal,
2026-01-05T06:30:00,FAN-001,离心风机,567,3.135,51.82,65.81,380.48,975.2,0.7967,轻度衰退,warning,
2026-01-05T07:40:00,FAN-001,离心风机,574,2.903,51.21,59.8,380.22,971.3,0.7912,轻度衰退,warning,
2026-01-05T08:50:00,FAN-001,离心风机,581,3.229,52.63,63.18,385.86,962.4,0.8025,正常运行,normal,
2026-01-05T10:00:00,FAN-001,离心风机,588,3.395,53.84,63.3,382.25,970.2,0.8088,正常运行,normal,
2026-01-05T11:10:00,FAN-001,离心风机,595,2.679,53.94,56.72,375.5,964.1,0.7796,轻度衰退,warning,
2026-01-05T12:20:00,FAN-001,离心风机,602,2.874,53.77,55.03,376.16,968.0,0.7716,轻度衰退,warning,
2026-01-05T13:30:00,FAN-001,离心风机,609,2.894,54.26,54.59,380.57,965.7,0.7839,轻度衰退,warning,
2026-01-05T14:40:00,FAN-001,离心风机,616,2.916,54.91,59.56,378.08,946.6,0.7649,轻度衰退,warning,
2026-01-05T15:50:00,FAN-001,离心风机,623,3.107,55.13,59.77,379.98,968.6,0.777,轻度衰退,warning,
2026-01-05T17:00:00,FAN-001,离心风机,630,3.073,53.74,60.79,380.96,958.5,0.7646,轻度衰退,warning,
2026-01-05T18:10:00,FAN-001,离心风机,637,3.383,53.97,60.07,378.7,971.3,0.747,轻度衰退,warning,
2026-01-05T19:20:00,FAN-001,离心风机,644,3.439,53.34,62.98,381.81,959.1,0.7492,轻度衰退,warning,
2026-01-05T20:30:00,FAN-001,离心风机,651,3.3,52.68,66.6,384.61,962.0,0.7562,轻度衰退,warning,
2026-01-05T21:40:00,FAN-001,离心风机,658,3.655,52.96,67.23,380.16,960.2,0.749,轻度衰退,warning,
2026-01-05T22:50:00,FAN-001,离心风机,665,3.416,51.83,66.35,379.17,964.3,0.7374,轻度衰退,warning,
2026-01-06T00:00:00,FAN-001,离心风机,672,3.506,50.62,68.86,382.27,960.4,0.734,轻度衰退,warning,
2026-01-06T01:10:00,FAN-001,离心风机,679,3.438,50.78,66.45,380.84,969.0,0.7498,轻度衰退,warning,
2026-01-06T02:20:00,FAN-001,离心风机,686,3.693,50.5,59.75,373.47,976.6,0.7274,轻度衰退,warning,
2026-01-06T03:30:00,FAN-001,离心风机,693,3.266,51.49,60.26,381.46,963.5,0.7268,轻度衰退,warning,
2026-01-06T04:40:00,FAN-001,离心风机,700,2.825,50.4,55.13,378.9,957.5,0.7178,轻度衰退,warning,
2026-01-06T05:50:00,FAN-001,离心风机,707,2.568,51.29,50.58,378.59,970.8,0.7241,轻度衰退,warning,
2026-01-06T07:00:00,FAN-001,离心风机,714,2.762,53.16,52.1,376.58,958.4,0.7115,轻度衰退,warning,
2026-01-06T08:10:00,FAN-001,离心风机,721,3.146,52.99,55.91,376.63,974.0,0.729,轻度衰退,warning,
2026-01-06T09:20:00,FAN-001,离心风机,728,3.235,55.11,59.81,375.08,958.5,0.7094,轻度衰退,warning,
2026-01-06T10:30:00,FAN-001,离心风机,735,3.656,56.63,63.16,376.19,956.5,0.6917,轻度衰退,warning,
2026-01-06T11:40:00,FAN-001,离心风机,742,3.321,56.0,61.04,384.62,957.0,0.6912,轻度衰退,warning,
2026-01-06T12:50:00,FAN-001,离心风机,749,3.388,58.02,60.57,379.76,952.7,0.6988,轻度衰退,warning,
2026-01-06T14:00:00,FAN-001,离心风机,756,2.912,57.28,52.6,375.59,956.8,0.6865,轻度衰退,warning,
2026-01-06T15:10:00,FAN-001,离心风机,763,2.942,56.91,53.86,377.08,965.6,0.6964,轻度衰退,warning,
2026-01-06T16:20:00,FAN-001,离心风机,770,3.129,56.17,51.91,376.4,953.6,0.685,轻度衰退,warning,
2026-01-06T17:30:00,FAN-001,离心风机,777,3.121,57.01,52.59,379.11,976.7,0.6681,轻度衰退,warning,
2026-01-06T18:40:00,FAN-001,离心风机,784,3.339,55.78,52.02,375.26,971.3,0.6587,轻度衰退,warning,
2026-01-06T19:50:00,FAN-001,离心风机,791,3.406,55.52,57.89,373.26,958.1,0.6595,轻度衰退,warning,
2026-01-06T21:00:00,FAN-001,离心风机,798,3.451,54.97,60.3,377.17,958.4,0.6574,轻度衰退,warning,
2026-01-06T22:10:00,FAN-001,离心风机,805,4.066,54.46,63.31,375.51,947.0,0.6407,轻度衰退,warning,
2026-01-06T23:20:00,FAN-001,离心风机,812,3.964,52.39,60.61,376.62,951.7,0.6577,轻度衰退,warning,
2026-01-07T00:30:00,FAN-001,离心风机,819,3.308,51.81,57.44,378.06,954.7,0.6546,轻度衰退,warning,
2026-01-07T01:40:00,FAN-001,离心风机,826,3.491,53.36,57.86,378.78,960.0,0.632,轻度衰退,warning,
2026-01-07T02:50:00,FAN-001,离心风机,833,3.452,53.1,50.21,379.55,956.5,0.6309,轻度衰退,warning,
2026-01-07T04:00:00,FAN-001,离心风机,840,3.729,53.01,55.33,375.79,952.7,0.6298,轻度衰退,warning,
2026-01-07T05:10:00,FAN-001,离心风机,847,3.069,54.32,53.62,379.98,961.0,0.6254,轻度衰退,warning,
2026-01-07T06:20:00,FAN-001,离心风机,854,3.757,54.4,52.26,370.35,958.0,0.6139,轻度衰退,warning,
2026-01-07T07:30:00,FAN-001,离心风机,861,3.621,57.36,55.55,376.28,966.0,0.6049,轻度衰退,warning,
2026-01-07T08:40:00,FAN-001,离心风机,868,3.499,57.19,54.79,374.12,955.4,0.6101,轻度衰退,warning,
2026-01-07T09:50:00,FAN-001,离心风机,875,3.943,58.82,51.62,378.37,948.4,0.5875,明显退化,fault,轴承磨损
2026-01-07T11:00:00,FAN-001,离心风机,882,4.716,59.04,53.19,374.91,953.4,0.597,明显退化,fault,轴承磨损
2026-01-07T12:10:00,FAN-001,离心风机,889,5.726,59.53,52.54,379.25,958.4,0.5894,明显退化,fault,轴承磨损
2026-01-07T13:20:00,FAN-001,离心风机,896,5.735,59.79,52.02,376.35,955.5,0.5953,明显退化,fault,轴承磨损
2026-01-07T14:30:00,FAN-001,离心风机,903,5.188,58.97,57.35,379.02,941.1,0.5946,明显退化,fault,轴承磨损
2026-01-07T15:40:00,FAN-001,离心风机,910,4.672,60.89,53.49,380.64,964.7,0.583,明显退化,fault,轴承磨损
2026-01-07T16:50:00,FAN-001,离心风机,917,4.611,58.76,53.74,375.34,958.4,0.5874,明显退化,fault,轴承磨损
2026-01-07T18:00:00,FAN-001,离心风机,924,5.388,57.51,51.98,378.59,962.3,0.5899,明显退化,fault,轴承磨损
2026-01-07T19:10:00,FAN-001,离心风机,931,7.156,58.25,56.41,375.51,952.9,0.5657,明显退化,fault,轴承磨损
2026-01-07T20:20:00,FAN-001,离心风机,938,6.867,58.16,55.66,382.52,964.3,0.5662,明显退化,fault,轴承磨损
2026-01-07T21:30:00,FAN-001,离心风机,945,6.411,57.58,63.99,377.1,955.4,0.5513,明显退化,fault,轴承磨损
2026-01-07T22:40:00,FAN-001,离心风机,952,5.147,55.62,56.98,379.14,963.8,0.5602,明显退化,fault,轴承磨损
2026-01-07T23:50:00,FAN-001,离心风机,959,5.505,55.87,59.66,375.24,953.8,0.5533,明显退化,fault,轴承磨损
2026-01-08T01:00:00,FAN-001,离心风机,966,7.348,56.6,58.81,374.85,949.9,0.5342,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T02:10:00,FAN-001,离心风机,973,8.456,54.99,55.8,378.79,942.5,0.5407,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T03:20:00,FAN-001,离心风机,980,8.742,56.71,57.82,376.82,956.2,0.5227,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T04:30:00,FAN-001,离心风机,987,9.441,57.62,62.81,378.41,966.4,0.519,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T05:40:00,FAN-001,离心风机,994,7.781,57.63,62.41,378.59,960.8,0.5062,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T06:50:00,FAN-001,离心风机,1001,6.499,57.55,57.0,372.09,967.5,0.5221,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T08:00:00,FAN-001,离心风机,1008,8.132,60.34,57.47,377.86,933.1,0.4873,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T09:10:00,FAN-001,离心风机,1015,8.75,60.79,55.37,379.05,970.7,0.5034,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T10:20:00,FAN-001,离心风机,1022,9.726,62.78,51.0,376.94,964.3,0.4875,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T11:30:00,FAN-001,离心风机,1029,9.142,61.39,55.42,377.84,972.2,0.5031,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T12:40:00,FAN-001,离心风机,1036,8.915,64.1,58.18,375.37,949.4,0.4738,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T13:50:00,FAN-001,离心风机,1043,7.107,63.68,55.14,384.13,970.2,0.4716,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T15:00:00,FAN-001,离心风机,1050,7.459,63.8,57.1,378.86,952.4,0.4758,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T16:10:00,FAN-001,离心风机,1057,8.964,64.29,56.74,379.97,946.7,0.4685,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T17:20:00,FAN-001,离心风机,1064,11.776,63.74,61.43,382.49,940.0,0.4646,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T18:30:00,FAN-001,离心风机,1071,12.235,61.88,63.43,372.65,947.2,0.4628,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T19:40:00,FAN-001,离心风机,1078,11.112,61.51,61.17,377.6,918.6,0.4453,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T20:50:00,FAN-001,离心风机,1085,9.939,61.9,67.66,373.22,956.9,0.441,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T22:00:00,FAN-001,离心风机,1092,9.292,60.33,57.82,381.85,944.0,0.4416,明显退化,fault,转子不平衡+轴承磨损
2026-01-08T23:10:00,FAN-001,离心风机,1099,9.784,59.95,60.92,374.87,947.3,0.44,明显退化,fault,转子不平衡+轴承磨损
2026-01-09T00:20:00,FAN-001,离心风机,1106,12.398,60.56,62.72,378.19,953.9,0.4179,明显退化,fault,转子不平衡+轴承磨损
2026-01-09T01:30:00,FAN-001,离心风机,1113,13.206,60.21,63.48,377.46,948.4,0.4128,明显退化,fault,转子不平衡+轴承磨损
2026-01-09T02:40:00,FAN-001,离心风机,1120,10.983,59.94,61.19,374.2,955.1,0.4206,明显退化,fault,转子不平衡+轴承磨损
2026-01-09T03:50:00,FAN-001,离心风机,1127,11.154,61.35,68.43,378.7,943.7,0.3994,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T05:00:00,FAN-001,离心风机,1134,9.794,61.29,69.94,372.05,938.3,0.408,明显退化,fault,转子不平衡+轴承磨损
2026-01-09T06:10:00,FAN-001,离心风机,1141,12.019,61.75,67.8,383.62,960.0,0.3939,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T07:20:00,FAN-001,离心风机,1148,13.665,65.9,66.81,382.96,954.2,0.3674,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T08:30:00,FAN-001,离心风机,1155,14.843,64.91,65.64,376.98,944.3,0.3847,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T09:40:00,FAN-001,离心风机,1162,13.374,64.88,67.13,373.62,939.7,0.3833,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T10:50:00,FAN-001,离心风机,1169,11.074,66.97,65.84,381.86,937.9,0.3662,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T12:00:00,FAN-001,离心风机,1176,9.84,65.26,63.73,378.98,962.3,0.3762,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T13:10:00,FAN-001,离心风机,1183,10.867,68.25,59.44,377.65,928.2,0.345,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T14:20:00,FAN-001,离心风机,1190,12.336,67.66,58.43,374.29,921.1,0.362,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T15:30:00,FAN-001,离心风机,1197,14.438,68.48,64.17,375.93,977.2,0.3455,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T16:40:00,FAN-001,离心风机,1204,13.682,67.52,59.33,380.85,929.2,0.329,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T17:50:00,FAN-001,离心风机,1211,10.685,66.11,56.81,379.21,933.2,0.3478,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T19:00:00,FAN-001,离心风机,1218,11.201,66.88,62.71,376.49,936.7,0.3248,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T20:10:00,FAN-001,离心风机,1225,10.824,65.6,56.93,372.3,944.0,0.3147,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T21:20:00,FAN-001,离心风机,1232,12.076,64.4,55.17,373.27,942.5,0.3334,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T22:30:00,FAN-001,离心风机,1239,13.364,64.73,56.01,378.58,923.1,0.3013,严重退化,fault,转子不平衡+轴承磨损
2026-01-09T23:40:00,FAN-001,离心风机,1246,14.785,64.02,53.96,370.93,956.9,0.309,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T00:50:00,FAN-001,离心风机,1253,13.449,63.61,55.56,369.89,953.2,0.2915,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T02:00:00,FAN-001,离心风机,1260,11.354,63.81,58.95,379.8,931.6,0.2933,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T03:10:00,FAN-001,离心风机,1267,11.207,64.39,59.57,373.45,938.2,0.2751,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T04:20:00,FAN-001,离心风机,1274,12.717,63.24,56.9,383.61,929.9,0.2742,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T05:30:00,FAN-001,离心风机,1281,16.364,67.08,56.81,373.12,942.1,0.2502,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T06:40:00,FAN-001,离心风机,1288,16.836,67.41,60.98,380.93,958.3,0.2539,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T07:50:00,FAN-001,离心风机,1295,15.688,67.8,64.82,370.83,946.5,0.2713,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T09:00:00,FAN-001,离心风机,1302,13.719,69.37,66.68,378.43,947.7,0.2579,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T10:10:00,FAN-001,离心风机,1309,12.253,70.88,65.53,377.84,921.4,0.2485,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T11:20:00,FAN-001,离心风机,1316,17.269,71.62,74.62,369.62,940.2,0.2276,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T12:30:00,FAN-001,离心风机,1323,20.447,72.73,70.68,366.68,938.1,0.2416,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T13:40:00,FAN-001,离心风机,1330,19.472,71.49,65.54,371.94,938.8,0.2313,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T14:50:00,FAN-001,离心风机,1337,19.458,71.87,65.57,368.27,965.9,0.2265,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T16:00:00,FAN-001,离心风机,1344,14.339,71.69,63.31,379.51,922.6,0.2122,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T17:10:00,FAN-001,离心风机,1351,13.713,73.31,63.03,381.88,933.5,0.2063,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T18:20:00,FAN-001,离心风机,1358,14.481,70.39,60.61,372.35,930.5,0.2001,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T19:30:00,FAN-001,离心风机,1365,16.864,69.39,57.39,372.98,936.7,0.2008,严重退化,fault,转子不平衡+轴承磨损
2026-01-10T20:40:00,FAN-001,离心风机,1372,16.252,70.72,55.42,376.31,942.1,0.1895,临故障,fault,转子不平衡+轴承磨损
